need_challenge,need_closeness,need_curiosity,need_excitement,need_harmony,need_ideal,need_liberty,need_love,need_practicality,need_self_expression,need_stability,need_structure,big5_openness,big5_conscientiousness,big5_extraversion,big5_agreeableness,big5_neuroticism,value_conservation,value_openness_to_change,value_hedonism,value_self_enhancement,value_self_transcendence,age,gender,nationality,user_type,monday,tuesday,wednesday,thursday,friday,saturday,sunday,museum,park,cafe,historic,unique
0.04902356264645086,0.023383555829416758,0.9913060204789028,0.1653457731818943,0.016553649641817436,0.08469806984301786,0.27494308217533614,0.02610477715553433,0.5649438663524713,0.05688241308683584,0.05437623824116056,0.5556522291927204,0.9969580680559105,0.5725684180291395,0.11699026661056494,0.005467875632063857,0.7278559869802788,0.002239524162564732,0.6259621719377548,0.03740031634870694,0.05908375925784981,0.2377813570754661,25,male,french,guide,1,0,0,0,1,0,1,1,0,1,1,0
